date,region,sales,SST,fish_density,chlorophyll
2022-08-05,North,134.13,134.13,103.43987392731216,33.72909954114809
2022-08-06,North,140.24,140.24,111.00790696629996,31.0056750848794
2022-08-07,North,150.55,150.55,118.01318226085448,36.05694379807046
2022-08-08,North,140.07,140.07,112.4653706969316,32.47871781820241
2022-08-09,North,135.52,135.52,119.98929283336756,33.79754155043299
2022-08-10,North,127.67,127.67,92.79967403704129,26.27954515929701
2022-08-11,North,123.38,123.38,102.13530095187258,29.477811399517464
2022-08-12,North,141.96,141.96,105.50442064405176,32.18635868843208
2022-08-13,North,145.96,145.96,114.40834067105284,35.05652590126832
2022-08-14,North,150.41,150.41,125.77275298483684,36.022088374736406
2022-08-15,North,140.17,140.17,112.45740009547733,31.618748210355943
2022-08-16,North,134.33,134.33,102.07527611035349,30.44165227164792
2022-08-17,North,138.44,138.44,107.17548145370016,32.46666926288535
2022-08-18,North,133.25,133.25,109.9979887446734,29.856715545369585
2022-08-19,North,143.21,143.21,110.91616684141432,35.32596739090425
2022-08-20,North,141.97,141.97,114.65829294790989,32.65558559910511
2022-08-21,North,162.24,162.24,130.01985919951906,31.63402356135672
2022-08-22,North,154.14,154.14,120.05399826197092,35.078355886756384
2022-08-23,North,143.11,143.11,125.20772044662664,31.544912358312057
2022-08-24,North,135.07,135.07,111.22559511159004,28.75144836907811
2022-08-25,North,132.97,132.97,96.25028706671196,29.119146723554856
2022-08-26,North,142.96,142.96,115.30027157384714,33.81081694366594
2022-08-27,North,153.85,153.85,119.77106767615804,38.42728165649646
2022-08-28,North,147.44,147.44,122.21416667398113,35.11436894772996
2022-08-29,North,142.99,142.99,110.42939630783653,32.38499322356852
2022-08-30,North,128.23,128.23,102.0103177926655,31.557808390341407
2022-08-31,North,127.35,127.35,104.40493639490228,29.551819379562016
2022-09-01,North,141.49,141.49,117.52077597085062,31.908799261673717
2022-09-02,North,139.37,139.37,105.49451796472113,30.565274663534037
2022-09-03,North,147.31,147.31,116.17549382079528,30.958342386496565
2022-09-04,North,152.46,152.46,119.59327344419523,34.71215258688112
2022-09-05,North,137.44,137.44,106.68535383713144,32.80410697984026
2022-09-06,North,141.59,141.59,122.09927120140549,33.12475265997022
2022-09-07,North,137.83,137.83,112.2889085548048,31.734066144105284
2022-09-08,North,135.36,135.36,101.98358022832478,30.18050787860644
2022-09-09,North,149.59,149.59,124.2613097352739,36.13449238336994
2022-09-10,North,142.55,142.55,124.6507809850632,30.87573616010684
2022-09-11,North,160.38,160.38,133.46632630275573,38.62805582768695
2022-09-12,North,142.14,142.14,106.11515017022992,31.423565962146547
2022-09-13,North,130.76,130.76,102.18682963566874,29.64712952529393
2022-09-14,North,130.6,130.6,110.81455574593312,28.18642961876865
2022-09-15,North,143.12,143.12,110.9576526719061,32.62119570622873
2022-09-16,North,141.52,141.52,115.43509714073114,35.25462491695596
2022-09-17,North,144.81,144.81,119.7211702671467,34.99325617688792
2022-09-18,North,144.97,144.97,111.34134764210958,35.95084422405607
2022-09-19,North,145.55,145.55,116.142373219691,35.15428509186788
2022-09-20,North,127.47,127.47,85.76966329965464,28.28666034293926
2022-09-21,North,125.57,125.57,95.33406179332856,29.452421551344887
2022-09-22,North,141.76,141.76,112.1451592430342,31.791601741765074
2022-09-23,North,148.52,148.52,112.57708409017576,37.36514980807809
2022-09-24,North,149.12,149.12,127.4580565196582,32.43042270714738
2022-09-25,North,149.41,149.41,112.37729311019685,36.66939537877822
2022-09-26,North,146.66,146.66,115.12777756651508,36.11790774021754
2022-09-27,North,149.47,149.47,120.22970288643046,38.55324040343218
2022-09-28,North,134.39,134.39,114.71836644533056,31.058626814741004
2022-09-29,North,138.88,138.88,103.9246892441028,34.200644319160325
2022-09-30,North,141.18,141.18,118.75981876077482,37.79930367307769
2022-10-01,North,150.36,150.36,120.33916530509796,33.83671664613261
2022-10-02,North,155.26,155.26,119.30045674476024,32.98191950493528
2022-10-03,North,147.29,147.29,120.14251737131634,30.69797993218447
2022-10-04,North,128.53,128.53,103.81929847786736,32.13142405772267
2022-10-05,North,139.05,139.05,108.23891561420604,29.043699583882837
2022-10-06,North,131.55,131.55,105.5890104249501,30.565361894124155
2022-10-07,North,153.04,153.04,120.5054320156912,36.48262637407792
2022-10-08,North,153.78,153.78,123.59158672625624,36.12635107365983
2022-10-09,North,152.67,152.67,125.44665337260524,36.38488972836834
2022-10-10,North,149.14,149.14,127.24208408072676,35.27257971160171
2022-10-11,North,137.76,137.76,104.01892250586576,35.10973162662678
2022-10-12,North,130.51,130.51,115.07316687328134,29.197367238522407
2022-10-13,North,135.95,135.95,98.99956100238748,30.83600972308293
2022-10-14,North,147.19,147.19,116.99307452482208,32.89268110945835
2022-10-15,North,148.31,148.31,121.58958603242289,36.32238362372522
2022-10-16,North,149.49,149.49,120.99695933867518,36.69879717679013
2022-10-17,North,145.45,145.45,113.24650240089704,34.99245063863702
2022-10-18,North,143.36,143.36,113.64738874821364,36.03898733377986
2022-10-19,North,140.49,140.49,109.92699532670584,30.741918265247243
2022-10-20,North,137.01,137.01,106.66117621527894,35.73644822310227
2022-10-21,North,145.96,145.96,121.01601048510514,37.23847724342452
2022-10-22,North,147.77,147.77,120.00107742982524,36.0252439944915
2022-10-23,North,157.27,157.27,122.35145202369677,40.017597817542125
2022-10-24,North,150.28,150.28,124.72199937716626,31.74275358464445
2022-10-25,North,135.33,135.33,109.80049760438304,31.017103727474694
2022-10-26,North,124.58,124.58,103.7283105941948,28.44539307863609
2022-10-27,North,129.38,129.38,106.65214420961809,32.31895864751469
2022-10-28,North,140.0,140.0,107.85502494538964,30.89971852079571
2022-10-29,North,157.01,157.01,122.80709479901516,37.916990298674975
2022-10-30,North,160.94,160.94,132.48846802561633,39.92907228799343
2022-10-31,North,145.61,145.61,119.53985132716734,35.512405800168004
2022-11-01,North,137.13,137.13,109.59949203017926,32.993502047323005
2022-11-02,North,135.11,135.11,108.67463691654392,30.046253318198502
2022-11-03,North,135.84,135.84,115.06032447894214,30.474298067749277
2022-11-04,North,148.29,148.29,115.67414305582084,37.15723781059334
2022-11-05,North,148.88,148.88,121.8394869058502,36.334698007810665
2022-11-06,North,158.21,158.21,125.55703673783054,36.56396096124492
2022-11-07,North,146.9,146.9,116.4315939838639,33.54418090846822
2022-11-08,North,143.73,143.73,120.47788425993596,29.694384253777244
2022-11-09,North,132.74,132.74,110.31908174494016,29.406295162631125
2022-11-10,North,133.0,133.0,110.4675481800032,35.42283817427945
2022-11-11,North,153.48,153.48,129.31139403577163,33.135088857995065
2022-11-12,North,157.11,157.11,125.7930192081638,36.800959642442166
2022-11-13,North,144.79,144.79,119.24176485647482,35.972887946390394
2022-11-14,North,146.15,146.15,115.36866621703274,31.72015466399542
2022-11-15,North,145.77,145.77,118.23683176244222,34.52342094956217
2022-11-16,North,128.39,128.39,102.06128472816155,32.55383107502131
2022-11-17,North,140.2,140.2,112.64497982496358,33.0649986438145
2022-11-18,North,147.55,147.55,121.0157851271846,40.24680611133354
2022-11-19,North,148.57,148.57,114.76489658383264,31.376801482243607
2022-11-20,North,154.0,154.0,133.6619363784273,37.91745705976776
2022-11-21,North,138.22,138.22,105.5459130925015,32.298396525207075
2022-11-22,North,148.89,148.89,113.04105693606134,36.32184030967335
2022-11-23,North,133.12,133.12,112.28655436750034,32.50661430339849
2022-11-24,North,140.66,140.66,116.48631346981468,31.665687605780008
2022-11-25,North,147.57,147.57,121.17659908526078,34.97199278491868
2022-11-26,North,159.15,159.15,130.4617275463214,33.11419709720343
2022-11-27,North,152.16,152.16,121.66676613576544,36.63849500114279
2022-11-28,North,149.98,149.98,115.49772814257084,35.59231693198105
2022-11-29,North,143.12,143.12,114.87502279096864,34.90132033728621
2022-11-30,North,139.32,139.32,108.07019144243944,34.980236650174305
2022-12-01,North,142.7,142.7,119.03559866708876,34.27523968041942
2022-12-02,North,142.4,142.4,113.18471309248932,33.776178839596554
2022-12-03,North,149.32,149.32,115.32851401603745,33.10186332667742
2022-12-04,North,161.42,161.42,127.52907079173502,35.8595584727019
2022-12-05,North,139.06,139.06,113.31265727137811,35.185469240354664
2022-12-06,North,148.46,148.46,115.94937723598014,37.56467081141196
2022-12-07,North,133.73,133.73,102.87289802216785,31.26977912737589
2022-12-08,North,137.19,137.19,110.97043605745957,32.530005494506554
2022-12-09,North,141.66,141.66,114.5528328555436,31.522771250012468
2022-12-10,North,152.69,152.69,119.61728412314436,37.88351369053489
2022-12-11,North,161.26,161.26,126.6528084719084,38.58283364738356
2022-12-12,North,153.39,153.39,123.87224968678817,39.560434872927495
2022-12-13,North,143.36,143.36,107.4475782925134,31.915353845640524
2022-12-14,North,135.97,135.97,101.73868112811724,31.43798420196357
2022-12-15,North,130.27,130.27,100.62377889373784,31.51689184505115
2022-12-16,North,141.14,141.14,111.84476424144076,34.520979075451535
2022-12-17,North,151.51,151.51,122.76253782799002,34.870664724904735
2022-12-18,North,157.48,157.48,133.36078108474774,34.7500778190926
2022-12-19,North,150.17,150.17,124.42429811601008,36.79681505784714
2022-12-20,North,146.11,146.11,116.08830735018287,35.66427072509117
2022-12-21,North,138.19,138.19,110.45691896048656,30.805451798872557
2022-12-22,North,138.06,138.06,105.43535317681096,35.322885602210995
2022-12-23,North,157.03,157.03,125.53143432003806,38.74639741839321
2022-12-24,North,155.54,155.54,122.98870680539932,36.37659299449559
2022-12-25,North,153.32,153.32,124.26959280169044,35.823195724752075
2022-12-26,North,159.41,159.41,123.3918452822384,37.99011554223182
2022-12-27,North,147.48,147.48,120.58073257120586,32.772593859487486
2022-12-28,North,145.19,145.19,123.81569456501288,34.098062958328164
2022-12-29,North,137.52,137.52,109.47219925771572,28.19923291078165
2022-12-30,North,150.82,150.82,122.66455861049472,36.916911291005874
2022-12-31,North,146.53,146.53,120.67471995855556,31.183013555116283
2023-01-01,North,157.76,157.76,124.20189764057082,39.558839656858
2023-01-02,North,155.02,155.02,125.1364624090521,35.343759812067105
2023-01-03,North,143.67,143.67,114.99896200390896,33.31066603613765
2023-01-04,North,146.97,146.97,118.06438049274416,33.13853218783099
2023-01-05,North,127.39,127.39,98.04695108072268,29.90192225215585
2023-01-06,North,128.84,128.84,103.19455087129472,33.60506269029607
2023-01-07,North,148.08,148.08,120.95399145622726,29.640382686929843
2023-01-08,North,156.98,156.98,132.8397180389752,38.94993077217637
2023-01-09,North,160.95,160.95,133.55635413042603,37.86604696220341
2023-01-10,North,154.44,154.44,134.3179122875578,33.47395670428557
2023-01-11,North,149.48,149.48,115.74726218555976,32.745375213901525
2023-01-12,North,140.23,140.23,116.5456031836034,36.398786054416405
2023-01-13,North,138.03,138.03,111.34071002869176,30.71498624011454
2023-01-14,North,146.19,146.19,127.90101466608836,31.93129897880808
2023-01-15,North,153.0,153.0,118.35850857322424,37.87462908472946
2023-01-16,North,157.86,157.86,122.08939078909611,37.24910575257183
2023-01-17,North,145.53,145.53,113.4270367727799,32.23014884692721
2023-01-18,North,144.09,144.09,104.65252137845096,34.25124995080924
2023-01-19,North,136.58,136.58,106.6352248915962,30.264494632719448
2023-01-20,North,140.36,140.36,108.49233669223152,35.27364279684521
2023-01-21,North,148.24,148.24,119.34396893238105,36.77074192974627
2023-01-22,North,142.44,142.44,115.6607798788858,34.552012397643885
2023-01-23,North,152.17,152.17,131.11685419607943,36.15732212249403
2023-01-24,North,150.76,150.76,125.36011919093023,38.67437624973475
2023-01-25,North,142.39,142.39,111.02748172168798,33.477372654776445
2023-01-26,North,138.6,138.6,106.3879266432582,30.3562517491584
2023-01-27,North,140.78,140.78,115.08359585753254,34.05494782566461
2023-01-28,North,154.71,154.71,117.1668339648968,40.11409409907423
2023-01-29,North,156.55,156.55,134.39729382927175,34.2804810136283
2023-01-30,North,155.4,155.4,130.21720060360644,35.35707446661203
2023-01-31,North,143.6,143.6,112.53412173947648,34.5528920762029
2023-02-01,North,136.11,136.11,100.32232735454564,32.11419030198853
2023-02-02,North,140.27,140.27,118.98536187082708,31.08939283924537
2023-02-03,North,144.86,144.86,115.31530077373694,36.21571571246095
2023-02-04,North,155.13,155.13,130.29308155986732,40.66608144403452
2023-02-05,North,151.14,151.14,112.93986170602815,35.620262918047814
2023-02-06,North,155.73,155.73,121.58712488523112,34.337863420528
2023-02-07,North,153.09,153.09,122.49821849859092,32.520078949893055
2023-02-08,North,153.48,153.48,123.0189029688237,36.21195196244236
2023-02-09,North,138.45,138.45,108.50967264260376,34.89775468663251
2023-02-10,North,147.6,147.6,121.19424966173747,35.47033549299076
2023-02-11,North,148.56,148.56,113.50989785308704,34.7071923181623
2023-02-12,North,161.33,161.33,128.35210257489356,36.08745669642139
2023-02-13,North,162.67,162.67,130.7374781585595,35.34967273456382
2023-02-14,North,153.0,153.0,124.97219417029376,37.26950265264976
2023-02-15,North,138.43,138.43,114.30207439044446,34.51354324277118
2023-02-16,North,136.82,136.82,103.83278954081064,29.272540426618534
2023-02-17,North,147.58,147.58,110.3934291463219,37.69567795636137
2023-02-18,North,152.39,152.39,128.30038410949254,36.626142441788
2023-02-19,North,153.69,153.69,124.61357005989797,38.53718929029159
2023-02-20,North,156.12,156.12,121.15356731721724,33.53974450302977
2023-02-21,North,143.8,143.8,122.79575987761264,31.028351689169128
2023-02-22,North,151.04,151.04,121.41037317146429,34.91006138046541
2023-02-23,North,142.88,142.88,120.20048592031914,34.58156885379039
2023-02-24,North,139.74,139.74,112.12959240705057,36.540721645853935
2023-02-25,North,149.28,149.28,129.72773962440994,36.26815782763026
2023-02-26,North,145.29,145.29,125.00870421221602,33.572637446375936
2023-02-27,North,155.68,155.68,123.29917925760464,34.08326158466822
