date,region,SST,fish_density,chlorophyll
2026-06-23,North,146.14362420500987,121.44762014955772,31.243800300989992
2026-06-24,North,145.06909569488514,116.41653679709769,32.011189830581095
2026-06-25,North,142.54557438215144,124.32551539120996,31.664737065567035
2026-06-26,North,148.78365577373486,111.83486878501509,32.84749495084685
2026-06-27,North,144.97472353775333,113.40392433474258,35.03138260844149
2026-06-28,North,144.4520418432968,114.92903898986769,32.87803024648869
2026-06-29,North,146.8363321897775,119.66632920411196,34.00823728821054
2026-06-30,North,145.57018818229912,122.79595298135476,35.9025031854617
2026-07-01,North,146.0335457512203,116.70484376479546,32.67406410068121
2026-07-02,North,150.38421049869763,113.19622015142707,34.54775030233008
2026-07-03,North,145.0152544943762,120.22477307777598,34.734570871061074
2026-07-04,North,145.09648351062887,119.85198063921293,30.13616110088533
2026-07-05,North,146.13247450155984,107.19668630435085,29.456683882410804
2026-07-06,North,148.21041665338348,118.54931265435279,35.33431798827215
2026-07-07,North,143.22308982361014,106.62776270548663,34.62864652585583
2026-07-08,North,142.47447546230137,110.6563248823308,37.62333536216509
2026-07-09,North,145.4013925929846,111.80706943957368,34.39646827033054
2026-07-10,North,143.47836972151586,118.82901926842263,35.33515337881936
2026-07-11,North,146.06765199045188,117.43827246322243,33.82258511091843
2026-07-12,North,148.09386943821613,112.04714054679278,35.2132283308134
2026-07-13,North,145.47933363298912,120.78379672117802,37.430380410096895
2026-07-14,North,144.57949499331622,108.4945668750109,29.667913362411973
2026-07-15,North,147.74444414352166,119.84612426717206,35.3761213438477
2026-07-16,North,149.5037326725168,115.53293279155567,39.1719199946581
2026-07-17,North,144.56177816776412,113.8210371215587,34.47642407197151
2026-07-18,North,149.7654218293609,122.33369120368064,38.25423029233787
2026-07-19,North,149.93290321757263,122.55356956935576,33.72815634445564
2026-07-20,North,150.37984569398537,126.98872192296811,35.01187415046965
2026-07-21,North,151.08202059899168,120.45434798083609,35.28345352457551
2026-07-22,North,153.22242179591456,124.11019175154834,31.20930220046537
2026-07-23,North,148.27944183730875,116.43486685782538,32.319532711761354
2026-07-24,North,149.38384843621347,120.41702816208478,32.68301952847472
2026-07-25,North,148.50470429275717,121.0011936742483,36.34507301461649
2026-07-26,North,149.51415652197693,119.11977598030967,36.6471375157635
2026-07-27,North,152.7482663305232,113.17986064395609,36.197726151517706
2026-07-28,North,147.16445196552527,119.3889160540747,36.08109618681647
2026-07-29,North,148.30393694950993,120.46595694638523,34.33248856445844
2026-07-30,North,152.9514972127189,118.96033038843537,37.99416278162287
2026-07-31,North,152.40780085892348,115.50430550677622,35.49913705704884
2026-08-01,North,149.8115004404557,127.22859610488439,35.07802818294466
2026-08-02,North,152.41599709759473,124.3900252325478,34.952014152994124
2026-08-03,North,151.55839788210685,120.10131315107692,36.680580531694225
2026-08-04,North,154.0445827198113,117.55050176011162,34.96651891073643
2026-08-05,North,151.36036486833405,116.9792177525605,37.224935728062945
2026-08-06,North,153.42911785620305,129.2562462688936,33.4215252898086
2026-08-07,North,156.8275322988332,126.1503355434068,34.16767395031025
2026-08-08,North,152.90445992409747,119.57063260427445,36.955745495072506
2026-08-09,North,151.97072102049495,124.12502297251925,35.217055774932966
2026-08-10,North,153.47976360611986,118.71181994766428,34.78816988891772
2026-08-11,North,151.46606696639657,128.67706872451916,37.073328858230234
2026-08-12,North,157.13322977931688,132.47058649793715,35.21212312769121
2026-08-13,North,152.8769616289847,119.96869894717388,35.1749898171962
2026-08-14,North,152.12929079734752,118.56008140272372,38.22431405961183
2026-08-15,North,151.16088356120457,107.83804085550226,38.31046140386221
2026-08-16,North,155.18252625259018,116.73811714431531,39.18130167105869
2026-08-17,North,154.87695945202233,117.20421868682908,35.41114033653665
2026-08-18,North,152.30100378580437,122.51675473358044,37.921606567129814
2026-08-19,North,154.6003273584963,122.04909336459025,34.0221598161619
2026-08-20,North,150.58056461982204,113.73777425878143,33.30230717452029
2026-08-21,North,154.11636528590387,121.88727201640032,31.122361351932053
2026-08-22,North,154.7991364992193,126.36599493761217,39.30556370364092
2026-08-23,North,157.453891999631,128.60231034928273,34.762818701774044
2026-08-24,North,152.6415696038041,112.61490427874888,35.2752487612667
2026-08-25,North,151.76880082432683,120.77372325704232,33.5331114810088
2026-08-26,North,152.6752313732338,115.22348121372899,36.92537677130704
2026-08-27,North,151.93177265293318,126.05406160804792,34.635087209151955
2026-08-28,North,157.4152471982046,129.85292984033117,33.87341565877502
2026-08-29,North,157.97439423033026,121.88937925264192,37.47820397443817
2026-08-30,North,155.65085268446308,120.69045613556847,33.26271048727216
2026-08-31,North,157.58439499722854,123.7611807452913,34.842067548814725
2026-09-01,North,155.5391506593021,113.16735355378499,31.89405190260826
2026-09-02,North,155.20844471503904,125.84659663923412,33.19377271861259
2026-09-03,North,154.85799489993062,122.52217318824385,36.32865731942708
2026-09-04,North,155.0266215947592,128.87217268864666,32.076252242745994
2026-09-05,North,152.67302912498903,116.64637721017847,32.572314375754374
2026-09-06,North,156.4162301771074,122.03736940043626,36.278508203155866
2026-09-07,North,155.92396615885286,117.20654663688671,35.097579439584464
2026-09-08,North,157.61005948247964,121.06659476851245,40.50608516841454
2026-09-09,North,156.4188462702104,119.22516703582723,39.95156234609083
2026-09-10,North,156.01657743116652,129.79313033916546,34.467470560731
2026-09-11,North,154.70747644463134,120.27467191194812,37.05577052573323
2026-09-12,North,156.69970724435112,125.98064421920397,37.83850656262913
2026-09-13,North,158.13504326873618,124.60421759567994,35.432050937698435
2026-09-14,North,154.47265850767297,117.23080047607432,32.903448628538186
2026-09-15,North,157.0326219125881,124.78459541421226,36.38192748390151
2026-09-16,North,157.41963976163638,128.9312284686271,36.13823660269905
2026-09-17,North,155.6108173154708,118.44985688965988,35.25063446915292
2026-09-18,North,155.96211363638898,128.81525486276809,37.077056463606766
2026-09-19,North,157.68738715902418,121.90130511983087,35.03601821779364
2026-09-20,North,155.0450967560743,121.62115777449523,33.705024256056575
2026-09-21,North,158.09496869358554,129.12939056991868,36.83715967941677
2026-09-22,North,155.6849799155108,121.23080314631122,36.90893616823992
2026-09-23,North,159.6793249418506,127.93133425015982,34.58257510057002
2026-09-24,North,162.30454077740205,128.27017847798118,39.31708937746257
2026-09-25,North,155.979956384104,125.43080514080232,32.65502900126865
2026-09-26,North,158.83976630928638,115.16811751981162,35.61172634442599
2026-09-27,North,156.38502299424366,115.95960931935453,35.76098752645352
2026-09-28,North,159.9848275259965,131.0676970510314,35.72451807989545
2026-09-29,North,155.43405223397548,129.53314881542565,34.956689499692715
2026-09-30,North,158.9846121039956,122.63525616553888,40.53907138541535
2026-10-01,North,156.33353283424955,123.84668450654398,34.56493838877211
2026-10-02,North,157.71880022904003,127.64863644774354,41.42620349075183
2026-10-03,North,156.12114859946993,128.36300688786946,37.09848327935609
2026-10-04,North,159.875486419518,117.76200277726018,37.15920755852759
2026-10-05,North,156.60155400577045,120.85104196972449,37.272791507929426
2026-10-06,North,159.42130254818386,125.87414513929772,41.94411600814068
2026-10-07,North,157.6681553840558,129.65022529342488,34.546445068948266
2026-10-08,North,158.16349107527677,139.0229452788289,34.391862377182576
2026-10-09,North,158.72112870634155,125.83687433102465,35.23449334812447
2026-10-10,North,156.93223590153693,118.5109014107096,36.45073347423651
2026-10-11,North,158.90396655409057,129.13451362927896,33.32925106119297
2026-10-12,North,161.56831957935816,135.8596346111901,37.35834239450885
2026-10-13,North,156.9729432234822,126.11842518368327,39.78168291152379
2026-10-14,North,160.8912936951671,124.17979223036221,37.481073520282976
2026-10-15,North,161.5594624766614,134.03753968872923,36.726521577381725
2026-10-16,North,156.94360001092124,128.87260810122916,35.15239910481699
2026-10-17,North,155.67548920019814,119.4099871391804,37.93212124914276
2026-10-18,North,159.19625181236233,129.2641295375616,35.187584815996374
2026-10-19,North,157.50128816146005,130.9873583674624,40.193049473490504
2026-10-20,North,162.33412372216827,135.7767491905291,41.33354423986238
2026-10-21,North,158.66438748775238,126.59926511365462,37.24637909487405
2026-10-22,North,156.98527079944554,123.79781940865985,36.37402398373582
2026-10-23,North,156.28729180319345,131.1662025529611,38.31877797712181
2026-10-24,North,160.75040874385004,122.54952448017562,39.33967875322466
2026-10-25,North,157.41426933241692,128.12431192053856,34.87087040436455
2026-10-26,North,158.62738832542138,120.05177752351496,35.67236739881087
2026-10-27,North,160.4314900616474,133.67207341061592,34.44160314296289
2026-10-28,North,157.52858838937294,124.73264313344255,37.3238475545427
2026-10-29,North,158.37954178035793,133.0465496025237,38.00916412298537
2026-10-30,North,158.40963879739232,129.1847748196915,33.98207648375592
2026-10-31,North,159.77789152920028,121.70621207305058,36.045180496207735
2026-11-01,North,159.55829851249297,134.7697774703806,34.2171518673359
2026-11-02,North,157.89926075470686,134.07563493590413,34.7822525304537
2026-11-03,North,158.42658720554988,131.15270222743598,37.78735156156257
2026-11-04,North,157.51266671510402,122.20219404690212,35.035569209664246
2026-11-05,North,155.25508351867947,122.67399704315655,35.4493647916713
2026-11-06,North,158.67675557294544,127.66854054538516,33.48072765869446
2026-11-07,North,161.89435966903,125.99693573856685,37.752852353255335
2026-11-08,North,156.28815258654168,133.49225493154938,36.169083877619045
2026-11-09,North,156.4523550991899,125.88351643798211,34.83255251977165
2026-11-10,North,156.19700887997956,111.44086686844688,35.86137318063097
2026-11-11,North,159.32494228527,129.1567328919971,37.22557821806089
2026-11-12,North,158.7072873011695,125.22504285684903,35.11172116241521
2026-11-13,North,157.4250818038195,125.56543266246337,33.53249127276034
2026-11-14,North,155.83526356666545,122.82511402440387,39.77820157870672
2026-11-15,North,157.78252485229834,130.26125196487212,35.289959561039126
2026-11-16,North,154.39234383512778,129.11231396086913,35.684948560651776
2026-11-17,North,157.7296282349165,127.59896839922648,38.56760511702393
2026-11-18,North,159.1044048025191,125.58696790632449,43.87899133564479
2026-11-19,North,154.77495710225716,123.61327965775989,33.46601852067371
2026-11-20,North,154.12576184531832,123.3986075591428,36.72480679651669
2026-11-21,North,160.2605869027814,124.19631932290095,35.63701280996807
2026-11-22,North,155.78660102520365,127.52392406301911,35.07973959588731
2026-11-23,North,159.1879491536116,129.65057094219162,35.39716578870874
2026-11-24,North,156.51154350250854,132.91144100089022,34.05099876490054
2026-11-25,North,156.3966957491894,131.3941055007939,36.19675642626856
2026-11-26,North,157.49610819230742,122.56851196589528,33.55021626436501
2026-11-27,North,154.74760373820885,127.89957486311191,37.843135880665514
2026-11-28,North,156.67458673129036,120.58490246955994,36.444923218324824
2026-11-29,North,155.5383087163159,127.91030747775696,36.952531689066056
2026-11-30,North,153.54973232413548,120.25671486550786,34.77756924093465
2026-12-01,North,156.75288471273257,120.28604165330813,35.616169074123015
2026-12-02,North,155.4363097732326,125.74927453207312,36.66238976498118
2026-12-03,North,155.5317184591919,111.05253912658281,33.778242427026726
2026-12-04,North,153.30616193753855,113.8900516780047,34.94525151868104
2026-12-05,North,158.78790895059862,126.14286774160749,35.038354762362815
2026-12-06,North,157.23510598305464,126.20029361961794,34.6658835754289
2026-12-07,North,157.28454070852789,123.98103871603138,32.2372316604543
2026-12-08,North,154.61791032726097,115.79714676822078,38.60223524441219
2026-12-09,North,151.64106232059657,117.22339064578475,33.95513495781178
2026-12-10,North,158.8739874957748,129.0552366328068,39.10154960948206
2026-12-11,North,154.71281786129026,126.67916314217402,38.080148215046634
2026-12-12,North,153.20244875039378,122.48084341233532,33.06849033704577
2026-12-13,North,155.39690261842196,130.1016909999225,33.9025580523387
2026-12-14,North,156.7590487056527,127.39422408181834,41.47281565984191
2026-12-15,North,154.23851159803266,119.65353100863507,39.34955420346082
2026-12-16,North,156.69990843787815,123.95741648324443,36.27694466091942
2026-12-17,North,156.16528556421517,117.91789766533287,36.74780332567774
2026-12-18,North,151.7014759518284,120.82048580950564,34.0786023844713
2026-12-19,North,152.36007913596828,127.44856640488132,36.33672125559434
2026-12-20,North,155.4746668558704,127.80618390825116,34.660569569729134
2026-12-21,North,147.98485696552322,125.39793220201419,30.532263864507875
2026-12-22,North,152.96026130008738,120.85378282107494,32.94894068699538
2026-12-23,North,150.24524696748978,126.92669654656311,35.09123488919913
2026-12-24,North,152.00023000549422,120.63366287215553,33.13791153009367
2026-12-25,North,152.20086307066748,129.11861586938346,35.305617684306426
2026-12-26,North,151.9259637590833,121.43148727005602,33.23587067295094
2026-12-27,North,151.38070948566292,124.64072445755173,33.711434052128595
2026-12-28,North,150.13260130360766,127.48164286443541,36.73285087354792
2026-12-29,North,156.75129214891,124.43389557622199,36.84521952506221
2026-12-30,North,155.74194661516296,125.68550222985124,36.1290604804059
2026-12-31,North,149.5214638209939,126.06148818282662,36.66222071034008
2026-01-01,South,120.88777861004216,93.40509761489626,30.46134396772571
2026-01-02,South,122.65623210736356,95.5502921537245,27.471853942206593
2026-01-03,South,118.67910851674787,92.65979873828206,27.767787456105406
2026-01-04,South,118.57450503357772,96.55457159590928,28.706755332472675
2026-01-05,South,116.66578008648627,95.61387151183169,28.250636711997135
2026-01-06,South,118.24358595352426,79.37158606660361,30.14820814158155
2026-01-07,South,120.86401074692239,101.79938466667596,25.142999684371265
2026-01-08,South,121.36679391962906,104.27527530692203,29.94201289303282
2026-01-09,South,120.51925239075128,91.16446922579269,28.523887769276975
2026-01-10,South,114.84160603504083,87.01179360435849,26.291319974240263
2026-01-11,South,120.42720305312343,94.09049550360739,27.60046705508549
2026-01-12,South,114.4144238247537,87.75151896251994,27.453809435914813
2026-01-13,South,119.71792029540089,96.89397060605376,21.741413850161145
2026-01-14,South,117.01606794660131,83.88022792548674,27.000634447737163
2026-01-15,South,118.9864324821449,89.59950794553222,27.045656847136396
2026-01-16,South,114.74602630602678,99.49280704569597,29.014771679850604
2026-01-17,South,119.58269454964115,91.02505580297284,27.305485544907192
2026-01-18,South,114.13977608694138,97.52896226006774,27.3977276170473
2026-01-19,South,115.56216296322206,94.22642134852833,31.196985847967017
2026-01-20,South,114.73226255001707,82.73947146707236,29.93515554963426
2026-01-21,South,113.04934382996606,93.61612104005388,29.414411565880116
2026-01-22,South,116.57656398037803,92.67291467333816,27.315567935253902
2026-01-23,South,119.82946680057563,93.58623815921182,30.051957918694434
2026-01-24,South,121.38111391535948,98.32967659814761,28.80842718216471
2026-01-25,South,116.07191584323809,95.23070010242444,27.82219674729374
2026-01-26,South,117.94160413188605,97.89124241538195,29.40769151387031
2026-01-27,South,116.00345520686396,98.69402840323119,27.006703864530927
2026-01-28,South,116.36849411407022,95.13547485514796,31.25970503170045
2026-01-29,South,114.5183799383311,84.73653350673307,27.583415708470344
2026-01-30,South,115.42531846393639,89.97202748289317,29.321784825306608
2026-01-31,South,115.943197226032,107.46979945716872,31.099840403720997
2026-02-01,South,113.54503319483666,94.45848185777798,29.772314188117683
2026-02-02,South,114.38136413274994,103.35152781025744,25.05843462116894
2026-02-03,South,114.25462922743161,98.38087379294122,28.74071763550609
2026-02-04,South,115.86021867670257,93.8971852991408,29.87348252426181
2026-02-05,South,111.91210507736173,91.03671941079497,29.166147059793843
2026-02-06,South,113.77872589514303,90.8400805167302,25.529155510799345
2026-02-07,South,117.54439410512995,85.34649220487147,27.194808346991344
2026-02-08,South,115.88805646376409,92.8006814333524,30.16672776423606
2026-02-09,South,116.09887526877692,98.93247297773252,26.696254312390092
2026-02-10,South,113.2910374643327,87.63462999736015,27.05881537953791
2026-02-11,South,113.72694838633856,93.0413237043799,30.897141296271652
2026-02-12,South,114.93337485854478,96.20465511630182,27.891076470939378
2026-02-13,South,115.89457922456543,88.16726118308998,26.725367569245403
2026-02-14,South,108.71729057735989,84.7173181401696,24.988223401746172
2026-02-15,South,109.83735047334773,82.7803229262924,27.632908753839924
2026-02-16,South,114.93621188352604,87.83814147337381,25.320946359750792
2026-02-17,South,111.61403453301635,82.85320120814778,26.828134978810436
2026-02-18,South,110.67630484806148,84.03880157155905,27.80172203959234
2026-02-19,South,109.36484547324113,94.5891547825821,29.47126873574356
2026-02-20,South,110.61808668359517,83.91708420142469,28.458713497459026
2026-02-21,South,108.77990910501778,87.65622337931768,25.327851585039202
2026-02-22,South,115.6249816091262,89.98564151894618,30.48183495695268
2026-02-23,South,111.25772654025752,94.90051091739072,26.65251523295655
2026-02-24,South,111.04820522088367,95.39437565972503,24.738235000077918
2026-02-25,South,112.20351078176655,94.08315853610797,27.096619437822365
2026-02-26,South,112.81708323509591,91.7843393535905,30.439755049310584
2026-02-27,South,112.65102935617831,88.96552580073816,27.860685971365516
